week,region,category,demand
94,R1_London,gifting,945
94,R2_SouthEast,gifting,597
94,R3_Midlands,gifting,497
94,R4_NorthWest,gifting,473
94,R5_NorthEast,gifting,355
94,R6_SouthWest,gifting,299
95,R1_London,essentials,1305
95,R2_SouthEast,essentials,767
95,R3_Midlands,essentials,708
95,R4_NorthWest,essentials,629
95,R5_NorthEast,essentials,486
95,R6_SouthWest,essentials,441
95,R1_London,outdoor,734
95,R2_SouthEast,outdoor,431
95,R3_Midlands,outdoor,391
95,R4_NorthWest,outdoor,332
95,R5_NorthEast,outdoor,253
95,R6_SouthWest,outdoor,228
95,R1_London,gifting,974
95,R2_SouthEast,gifting,634
95,R3_Midlands,gifting,530
95,R4_NorthWest,gifting,549
95,R5_NorthEast,gifting,332
95,R6_SouthWest,gifting,307
96,R1_London,essentials,1318
96,R2_SouthEast,essentials,819
96,R3_Midlands,essentials,701
96,R4_NorthWest,essentials,669
96,R5_NorthEast,essentials,486
96,R6_SouthWest,essentials,496
96,R1_London,outdoor,685
96,R2_SouthEast,outdoor,374
96,R3_Midlands,outdoor,324
96,R4_NorthWest,outdoor,341
96,R5_NorthEast,outdoor,225
96,R6_SouthWest,outdoor,231
96,R1_London,gifting,1045
96,R2_SouthEast,gifting,612
96,R3_Midlands,gifting,523
96,R4_NorthWest,gifting,510
96,R5_NorthEast,gifting,357
96,R6_SouthWest,gifting,343
97,R1_London,essentials,1377
97,R2_SouthEast,essentials,846
97,R3_Midlands,essentials,725
97,R4_NorthWest,essentials,676
97,R5_NorthEast,essentials,471
97,R6_SouthWest,essentials,436
97,R1_London,outdoor,681
97,R2_SouthEast,outdoor,384
97,R3_Midlands,outdoor,324
97,R4_NorthWest,outdoor,288
97,R5_NorthEast,outdoor,219
97,R6_SouthWest,outdoor,203
97,R1_London,gifting,1120
97,R2_SouthEast,gifting,662
97,R3_Midlands,gifting,590
97,R4_NorthWest,gifting,562
97,R5_NorthEast,gifting,378
97,R6_SouthWest,gifting,358
98,R1_London,essentials,1355
98,R2_SouthEast,essentials,816
98,R3_Midlands,essentials,728
98,R4_NorthWest,essentials,663
98,R5_NorthEast,essentials,493
98,R6_SouthWest,essentials,504
98,R1_London,outdoor,590
98,R2_SouthEast,outdoor,372
98,R3_Midlands,outdoor,308
98,R4_NorthWest,outdoor,274
98,R5_NorthEast,outdoor,195
98,R6_SouthWest,outdoor,186
98,R1_London,gifting,1203
98,R2_SouthEast,gifting,681
98,R3_Midlands,gifting,607
98,R4_NorthWest,gifting,585
98,R5_NorthEast,gifting,397
98,R6_SouthWest,gifting,375
99,R1_London,essentials,1408
99,R2_SouthEast,essentials,833
99,R3_Midlands,essentials,740
99,R4_NorthWest,essentials,643
99,R5_NorthEast,essentials,473
99,R6_SouthWest,essentials,485
99,R1_London,outdoor,522
99,R2_SouthEast,outdoor,330
99,R3_Midlands,outdoor,299
99,R4_NorthWest,outdoor,261
99,R5_NorthEast,outdoor,201
99,R6_SouthWest,outdoor,202
99,R1_London,gifting,1207
99,R2_SouthEast,gifting,755
99,R3_Midlands,gifting,619
99,R4_NorthWest,gifting,613
99,R5_NorthEast,gifting,452
99,R6_SouthWest,gifting,400
100,R1_London,essentials,1375
100,R2_SouthEast,essentials,878
100,R3_Midlands,essentials,745
100,R4_NorthWest,essentials,716
100,R5_NorthEast,essentials,507
100,R6_SouthWest,essentials,466
100,R1_London,outdoor,502
100,R2_SouthEast,outdoor,312
100,R3_Midlands,outdoor,262
100,R4_NorthWest,outdoor,250
100,R5_NorthEast,outdoor,181
100,R6_SouthWest,outdoor,157
100,R1_London,gifting,1208
100,R2_SouthEast,gifting,735
100,R3_Midlands,gifting,688
100,R4_NorthWest,gifting,604
100,R5_NorthEast,gifting,447
100,R6_SouthWest,gifting,430
101,R1_London,essentials,1422
101,R2_SouthEast,essentials,847
101,R3_Midlands,essentials,775
101,R4_NorthWest,essentials,715
101,R5_NorthEast,essentials,531
101,R6_SouthWest,essentials,482
101,R1_London,outdoor,502
101,R2_SouthEast,outdoor,254
101,R3_Midlands,outdoor,219
101,R4_NorthWest,outdoor,206
101,R5_NorthEast,outdoor,172
101,R6_SouthWest,outdoor,147
101,R1_London,gifting,1188
101,R2_SouthEast,gifting,713
101,R3_Midlands,gifting,635
101,R4_NorthWest,gifting,581
101,R5_NorthEast,gifting,469
101,R6_SouthWest,gifting,392
102,R1_London,essentials,1412
102,R2_SouthEast,essentials,867
102,R3_Midlands,essentials,752
102,R4_NorthWest,essentials,714
102,R5_NorthEast,essentials,532
102,R6_SouthWest,essentials,450
102,R1_London,outdoor,423
102,R2_SouthEast,outdoor,246
102,R3_Midlands,outdoor,236
102,R4_NorthWest,outdoor,219
102,R5_NorthEast,outdoor,205
102,R6_SouthWest,outdoor,153
102,R1_London,gifting,1183
102,R2_SouthEast,gifting,741
102,R3_Midlands,gifting,669
102,R4_NorthWest,gifting,647
102,R5_NorthEast,gifting,457
102,R6_SouthWest,gifting,430
103,R1_London,essentials,1471
103,R2_SouthEast,essentials,827
103,R3_Midlands,essentials,748
103,R4_NorthWest,essentials,686
103,R5_NorthEast,essentials,549
103,R6_SouthWest,essentials,529
103,R1_London,outdoor,393
103,R2_SouthEast,outdoor,252
103,R3_Midlands,outdoor,213
103,R4_NorthWest,outdoor,216
103,R5_NorthEast,outdoor,161
103,R6_SouthWest,outdoor,125
103,R1_London,gifting,1246
103,R2_SouthEast,gifting,736
103,R3_Midlands,gifting,678
103,R4_NorthWest,gifting,665
103,R5_NorthEast,gifting,495
103,R6_SouthWest,gifting,384
104,R1_London,essentials,1365
104,R2_SouthEast,essentials,889
104,R3_Midlands,essentials,760
104,R4_NorthWest,essentials,719
104,R5_NorthEast,essentials,524
104,R6_SouthWest,essentials,481
104,R1_London,outdoor,425
104,R2_SouthEast,outdoor,232
104,R3_Midlands,outdoor,195
104,R4_NorthWest,outdoor,219
104,R5_NorthEast,outdoor,156
104,R6_SouthWest,outdoor,140
104,R1_London,gifting,1266
104,R2_SouthEast,gifting,726
104,R3_Midlands,gifting,615
104,R4_NorthWest,gifting,589
104,R5_NorthEast,gifting,419
104,R6_SouthWest,gifting,441
